x: 26
y: 26
room type: 3
unlock time: 0

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,17,4,4,43,4,4,43,27,28,29,30,43,4,4,43,4,4,18,-1,-1,-1,-1,
-1,-1,-1,7,14,1,60,44,1,40,44,31,32,33,34,44,40,1,44,59,1,13,8,-1,-1,-1,
-1,-1,-1,5,3,0,20,45,0,0,45,24,20,19,0,20,0,0,45,0,19,2,6,-1,-1,-1,
-1,-1,-1,0,0,19,0,22,22,0,23,21,0,20,0,0,0,19,22,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,24,19,0,22,0,0,0,0,0,0,19,0,0,-1,-1,-1,
-1,-1,-1,0,0,22,0,0,52,0,0,0,0,57,0,0,0,51,0,0,0,0,19,-1,-1,-1,
-1,-1,-1,0,22,51,0,0,0,22,0,0,22,0,19,22,22,0,0,0,20,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,23,21,0,22,-1,-1,-1,
-1,-1,-1,22,19,54,0,20,0,0,19,0,22,0,0,20,0,19,55,24,25,22,0,-1,-1,-1,
-1,-1,-1,0,24,25,0,0,0,0,0,19,0,0,0,0,0,20,0,0,57,0,20,-1,-1,-1,
-1,-1,-1,0,22,0,57,20,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,21,0,0,0,0,0,0,20,0,23,54,0,52,0,0,0,0,0,0,19,-1,-1,-1,
-1,-1,-1,58,0,0,0,0,0,0,0,0,24,58,0,0,20,0,0,51,0,0,51,-1,-1,-1,
-1,-1,-1,20,22,0,0,0,0,19,0,0,0,0,0,20,20,0,0,22,0,0,0,-1,-1,-1,
-1,-1,-1,51,0,0,20,55,0,0,22,20,0,0,0,22,57,0,23,52,0,22,0,-1,-1,-1,
-1,-1,-1,0,0,55,0,22,0,0,0,0,0,0,0,0,19,0,24,25,0,0,0,-1,-1,-1,
-1,-1,-1,20,0,0,0,57,0,0,0,22,19,0,0,0,0,0,20,0,19,0,20,-1,-1,-1,
