x: 26
y: 26
room type: 3
unlock time: 0

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,17,4,43,4,4,4,43,27,28,29,30,43,4,4,4,43,4,18,-1,-1,-1,-1,
-1,-1,-1,7,14,59,44,49,1,40,44,31,32,33,34,44,40,48,39,44,60,13,8,-1,-1,-1,
-1,-1,-1,5,3,0,45,50,0,0,45,51,0,0,0,45,0,0,0,45,53,2,6,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,19,0,0,0,0,0,22,0,0,20,0,0,19,54,0,0,20,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,22,51,0,0,20,0,21,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,57,0,0,0,0,20,0,0,0,0,0,0,23,-1,-1,-1,
-1,-1,-1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,53,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,22,0,0,0,0,23,21,0,0,0,0,0,51,0,0,0,-1,-1,-1,
-1,-1,-1,51,0,0,0,0,0,0,0,0,24,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,20,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,51,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,-1,-1,-1,
-1,-1,-1,0,0,0,23,0,0,0,20,0,0,0,0,0,0,0,0,0,22,0,0,-1,-1,-1,
-1,-1,-1,0,55,0,20,0,0,0,0,0,0,0,0,0,0,51,0,0,20,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,20,0,0,0,0,0,0,13,14,0,0,0,0,0,19,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,22,0,0,0,2,3,0,0,0,0,22,0,0,51,0,-1,-1,-1,
