x: 18
y: 23
room type: 0
unlock time: 0

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,
-1,-1,-1,7,4,4,4,4,4,4,27,28,29,30,8,-1,-1,-1,
-1,-1,-1,5,1,38,39,37,40,41,31,32,33,34,6,-1,-1,-1,
-1,-1,-1,19,20,0,0,0,22,0,0,19,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,22,20,0,22,0,-1,-1,-1,
-1,-1,-1,0,51,0,0,20,0,22,0,0,51,0,20,-1,-1,-1,
-1,-1,-1,0,0,0,19,0,22,0,0,22,0,23,0,-1,-1,-1,
-1,-1,-1,20,0,22,23,-1,-1,-1,-1,20,0,0,19,-1,-1,-1,
-1,-1,-1,0,0,0,24,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,22,0,0,13,4,4,14,19,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,2,59,1,3,0,0,20,0,-1,-1,-1,
-1,-1,-1,0,19,0,0,0,20,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,22,20,20,0,0,0,20,0,0,-1,-1,-1,
-1,-1,-1,0,25,0,0,0,0,0,19,22,0,0,0,-1,-1,-1,
-1,-1,-1,0,20,0,0,0,22,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,54,0,0,0,0,0,0,0,0,55,0,19,-1,-1,-1,
-1,-1,-1,20,0,0,0,-1,-1,-1,-1,21,0,51,0,-1,-1,-1,
-1,-1,-1,19,0,22,0,-1,-1,-1,-1,25,0,0,20,-1,-1,-1,
-1,-1,-1,0,0,0,20,-1,-1,-1,-1,0,22,20,0,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,7,4,4,8,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,5,1,1,6,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,10,-1,-1,9,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,17,4,4,4,4,18,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,9,1,1,1,1,10,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,9,-1,-1,-1,-1,10,-1,-1,9,-1,-1,-1,
-1,-1,-1,11,4,4,12,-1,-1,-1,-1,11,4,4,12,-1,-1,-1,
-1,-1,-1,2,1,1,3,-1,-1,-1,-1,2,1,1,3,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
