x: 20
y: 30
room type: 0
unlock time: 0

-1,-1,-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,7,4,4,4,4,27,28,29,30,4,4,4,4,8,-1,-1,-1,
-1,-1,-1,5,48,1,1,1,31,32,33,34,59,1,1,1,6,-1,-1,-1,
-1,-1,-1,0,0,22,0,22,20,0,0,20,0,22,53,52,0,-1,-1,-1,
-1,-1,-1,20,0,19,0,0,0,0,0,0,22,20,0,0,22,-1,-1,-1,
-1,-1,-1,0,0,22,0,20,22,0,0,20,22,0,0,20,0,-1,-1,-1,
-1,-1,-1,22,51,0,20,-1,-1,-1,-1,-1,-1,20,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,19,0,-1,-1,-1,
-1,-1,-1,20,0,22,0,13,4,4,4,4,14,54,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,19,0,2,38,39,40,41,3,25,20,0,20,-1,-1,-1,
-1,-1,-1,22,0,0,0,0,20,0,22,0,19,0,0,22,0,-1,-1,-1,
-1,-1,-1,0,20,0,20,0,0,22,0,20,0,0,22,0,0,-1,-1,-1,
-1,-1,-1,20,20,22,23,21,0,22,0,0,20,0,0,20,22,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,19,0,20,0,0,0,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,22,0,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,7,4,4,14,20,22,0,19,20,0,13,4,4,8,-1,-1,-1,
-1,-1,-1,5,1,60,3,0,0,0,0,0,0,2,1,37,6,-1,-1,-1,
-1,-1,-1,0,22,22,0,0,20,0,0,19,0,20,0,0,0,-1,-1,-1,
-1,-1,-1,20,0,0,19,22,0,20,0,22,0,0,20,19,0,-1,-1,-1,
-1,-1,-1,55,22,0,0,0,22,0,23,54,20,0,0,0,0,-1,-1,-1,
-1,-1,-1,20,0,0,22,-1,-1,-1,-1,-1,-1,0,0,22,0,-1,-1,-1,
-1,-1,-1,0,20,20,0,-1,-1,-1,-1,-1,-1,22,0,0,20,-1,-1,-1,
-1,-1,-1,0,0,0,0,13,4,4,4,4,14,20,55,0,0,-1,-1,-1,
-1,-1,-1,0,19,0,22,2,1,1,1,48,3,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,20,20,0,0,0,51,19,22,-1,-1,-1,
-1,-1,-1,22,0,0,0,20,0,0,0,0,22,0,20,0,0,-1,-1,-1,
-1,-1,-1,0,20,0,0,0,0,22,0,19,0,0,20,0,22,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,7,4,4,4,4,8,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,5,1,1,1,47,6,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,10,-1,-1,-1,-1,9,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
