x: 20
y: 30
room type: 0
unlock time: 0

-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,7,27,28,29,30,4,4,4,4,4,4,4,4,8,-1,-1,-1,
-1,-1,-1,5,31,32,33,34,47,1,1,40,1,1,42,48,6,-1,-1,-1,
-1,-1,-1,23,52,20,0,0,22,0,19,20,0,19,51,20,0,-1,-1,-1,
-1,-1,-1,57,20,0,22,20,22,0,0,0,22,0,20,0,55,-1,-1,-1,
-1,-1,-1,0,0,19,0,19,0,0,0,20,19,0,0,0,0,-1,-1,-1,
-1,-1,-1,20,22,0,0,-1,-1,-1,-1,-1,-1,0,0,19,0,-1,-1,-1,
-1,-1,-1,0,19,0,20,-1,-1,-1,-1,-1,-1,0,22,20,51,-1,-1,-1,
-1,-1,-1,0,20,0,0,13,43,4,4,4,14,19,22,22,0,-1,-1,-1,
-1,-1,-1,22,23,52,0,2,44,1,60,47,3,20,0,21,0,-1,-1,-1,
-1,-1,-1,0,24,25,0,19,45,0,0,0,20,19,0,22,19,-1,-1,-1,
-1,-1,-1,20,52,0,22,20,22,0,19,0,0,0,22,0,20,-1,-1,-1,
-1,-1,-1,0,22,0,0,0,0,22,0,0,22,0,20,0,51,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,20,0,20,20,0,0,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,21,19,0,0,22,0,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,7,4,4,14,25,0,0,0,0,0,13,4,4,8,-1,-1,-1,
-1,-1,-1,5,40,1,3,0,22,22,0,20,0,2,1,40,6,-1,-1,-1,
-1,-1,-1,51,22,19,19,0,20,0,19,0,0,0,20,22,53,-1,-1,-1,
-1,-1,-1,20,23,0,22,0,0,0,0,0,23,19,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,22,0,0,20,0,20,22,24,54,0,0,20,-1,-1,-1,
-1,-1,-1,19,20,0,22,-1,-1,-1,-1,-1,-1,25,20,22,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,22,0,0,51,-1,-1,-1,
-1,-1,-1,0,19,0,0,13,4,4,4,43,14,0,0,0,52,-1,-1,-1,
-1,-1,-1,0,0,20,0,2,49,1,1,44,3,0,20,0,22,-1,-1,-1,
-1,-1,-1,0,22,0,0,22,50,0,0,45,0,22,0,22,0,-1,-1,-1,
-1,-1,-1,55,0,20,19,0,0,20,0,0,19,0,0,0,20,-1,-1,-1,
-1,-1,-1,21,20,0,22,0,19,0,0,22,0,0,0,55,0,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,

