x: 28
y: 28
room type: 2
unlock time: 0

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,17,4,4,27,28,29,30,4,4,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1,1,31,32,33,34,48,1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,19,0,0,0,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,22,0,0,20,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,0,0,0,0,52,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,0,19,0,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,20,0,0,0,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,7,4,4,43,4,4,14,0,0,0,0,0,0,0,0,13,4,4,43,4,4,8,-1,-1,-1,
-1,-1,-1,5,47,1,44,1,1,3,21,0,0,0,0,22,0,0,2,48,1,44,47,1,6,-1,-1,-1,
-1,-1,-1,0,0,0,45,0,0,19,24,0,0,0,0,0,0,0,58,0,0,45,0,0,0,-1,-1,-1,
-1,-1,-1,0,22,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,19,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-1,-1,-1,
-1,-1,-1,0,19,0,0,0,0,0,0,0,0,0,22,0,0,22,0,20,0,0,0,22,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,55,0,0,0,0,19,0,0,0,0,0,0,20,0,0,19,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,20,0,0,0,0,0,0,22,0,19,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,0,0,0,0,0,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,22,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,19,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,0,0,0,22,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
