x: 42
y: 42
room type: 2
unlock time: 0

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,7,27,28,29,30,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,47,1,38,1,1,-1,-1,-1,5,31,32,33,34,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,57,0,22,20,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,7,4,4,4,4,4,4,4,14,0,19,0,0,19,0,-1,-1,-1,0,19,20,0,20,0,13,4,4,-1,-1,-1,4,4,8,-1,-1,-1,-1,-1,-1,
-1,-1,-1,5,59,1,38,48,1,1,1,1,0,22,0,20,0,20,-1,-1,-1,0,0,0,51,0,0,1,47,1,-1,-1,-1,37,40,6,-1,-1,-1,-1,-1,-1,
-1,-1,-1,20,0,19,0,0,0,20,0,0,0,0,0,0,0,0,-1,-1,-1,20,0,0,22,0,20,0,0,0,-1,-1,-1,0,19,20,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,20,20,0,0,0,0,0,0,0,19,0,0,0,0,-1,-1,-1,0,22,0,0,19,0,22,0,0,-1,-1,-1,20,22,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,19,0,0,22,0,19,0,0,20,0,0,0,0,0,0,-1,-1,-1,22,0,0,20,0,0,0,0,20,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,22,-1,-1,-1,20,22,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,22,22,-1,-1,-1,0,22,20,-1,-1,-1,-1,-1,-1,
-1,-1,-1,7,4,4,4,4,14,0,0,0,-1,-1,-1,0,0,0,11,4,4,4,4,4,-1,-1,-1,0,0,0,13,4,14,20,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,5,1,1,1,48,3,0,20,0,-1,-1,-1,0,0,20,2,38,1,1,59,1,-1,-1,-1,0,19,0,2,60,3,0,20,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,25,0,20,0,0,0,19,0,0,-1,-1,-1,0,22,0,0,0,22,20,0,0,-1,-1,-1,0,0,0,20,0,0,0,0,22,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,22,20,0,-1,-1,-1,0,0,0,19,0,0,0,0,0,-1,-1,-1,22,0,0,0,0,20,0,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,19,0,0,22,0,20,0,0,0,-1,-1,-1,22,20,19,0,0,23,52,0,0,-1,-1,-1,20,0,0,0,20,23,21,19,22,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,22,20,0,-1,4,4,4,4,4,4,4,4,4,4,8,-1,-1,-1,0,0,19,-1,-1,-1,4,4,8,-1,-1,-1,0,0,20,-1,-1,-1,-1,-1,-1,
-1,-1,-1,51,0,0,2,60,1,39,1,1,1,1,1,47,1,6,-1,-1,-1,0,0,0,-1,-1,-1,1,38,6,-1,-1,-1,22,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,19,0,22,20,0,0,0,0,22,0,0,58,0,0,0,-1,-1,-1,22,0,20,-1,-1,-1,19,20,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,20,0,19,0,0,0,0,22,0,-1,-1,-1,0,0,20,-1,-1,-1,0,0,0,-1,-1,-1,21,0,0,-1,-1,-1,-1,-1,-1,
