x: 18
y: 23
room type: 0
unlock time: 0

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,
-1,-1,-1,7,4,43,43,4,4,4,27,28,29,30,8,-1,-1,-1,
-1,-1,-1,5,42,44,44,1,42,1,31,32,33,34,6,-1,-1,-1,
-1,-1,-1,0,0,45,45,22,0,0,0,0,0,0,53,-1,-1,-1,
-1,-1,-1,22,20,0,0,0,19,0,22,20,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,0,0,22,0,22,-1,-1,-1,
-1,-1,-1,0,19,0,22,20,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,55,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,22,20,-1,-1,-1,-1,20,0,0,19,-1,-1,-1,
-1,-1,-1,0,0,0,0,11,4,4,12,0,0,0,22,-1,-1,-1,
-1,-1,-1,20,0,0,0,2,1,48,3,0,0,0,0,-1,-1,-1,
-1,-1,-1,22,0,0,22,0,20,0,0,22,0,0,20,-1,-1,-1,
-1,-1,-1,0,20,0,0,0,0,22,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,19,0,0,0,20,0,0,19,0,-1,-1,-1,
-1,-1,-1,0,22,0,0,0,22,22,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,20,0,-1,-1,-1,
-1,-1,-1,0,0,22,0,-1,-1,-1,-1,0,56,54,22,-1,-1,-1,
-1,-1,-1,19,22,0,0,-1,-1,-1,-1,0,53,58,0,-1,-1,-1,
-1,-1,-1,0,20,0,51,-1,-1,-1,-1,0,0,0,20,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,7,4,4,8,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,5,1,1,6,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,10,-1,-1,9,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,17,4,4,4,4,18,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,9,1,1,1,1,10,-1,-1,9,-1,-1,-1,
-1,-1,-1,10,-1,-1,9,-1,-1,-1,-1,10,-1,-1,9,-1,-1,-1,
