x: 40
y: 25
room type: 0
unlock time: 0

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,4,27,28,29,30,4,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,7,4,4,4,4,4,4,4,4,18,-1,-1,-1,-1,9,1,31,32,33,34,1,10,-1,-1,-1,-1,17,4,4,4,4,4,4,4,4,8,-1,-1,
-1,-1,5,1,48,1,38,59,1,1,1,10,-1,-1,-1,-1,9,0,0,24,25,0,0,10,-1,-1,-1,-1,9,1,38,1,1,1,1,1,38,6,-1,-1,
-1,-1,58,0,0,0,0,0,0,0,0,13,4,43,4,4,14,0,0,0,0,0,0,13,4,4,43,4,14,0,22,0,22,20,0,0,52,0,-1,-1,
-1,-1,22,0,0,19,20,0,0,0,0,2,1,44,47,1,3,0,0,0,0,0,0,2,37,1,44,1,3,0,0,19,0,0,0,0,0,0,-1,-1,
-1,-1,0,0,0,0,0,20,0,0,0,0,0,45,0,0,0,20,22,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,22,0,0,0,-1,-1,
-1,-1,0,0,0,0,0,0,0,22,0,0,0,20,0,0,22,0,0,0,0,0,0,0,22,20,0,0,0,0,0,22,0,51,0,19,0,0,-1,-1,
-1,-1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,23,21,0,0,0,0,0,0,0,0,20,-1,-1,
-1,-1,0,20,0,0,22,0,20,0,0,0,-1,-1,-1,0,0,0,10,-1,-1,9,0,0,0,-1,-1,-1,25,0,0,20,0,0,19,0,22,0,-1,-1,
-1,-1,21,0,0,0,0,0,0,0,0,0,13,4,14,0,0,19,13,4,4,14,0,0,0,13,4,14,0,0,0,0,0,0,0,0,0,51,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,56,2,1,3,0,0,22,2,47,1,3,21,0,0,2,1,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,24,25,0,0,0,0,0,0,0,0,24,25,0,0,0,0,0,22,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,19,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,22,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,20,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,23,13,4,4,14,0,0,0,0,0,0,0,23,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,24,2,1,1,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0,0,0,0,0,0,0,0,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,22,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,


-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,
