x: 25
y: 40
room type: 1
unlock time: 20

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,7,4,4,4,4,4,43,27,28,29,30,43,4,4,4,4,4,8,-1,-1,-1,
-1,-1,-1,-1,5,1,1,1,1,1,44,31,32,33,34,44,1,1,1,1,1,6,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,20,0,45,0,0,0,0,45,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,19,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,20,0,0,0,0,0,22,0,0,0,0,22,0,0,20,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,19,0,0,0,22,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,22,0,0,0,23,21,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,0,24,25,0,0,19,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,20,0,0,0,0,0,22,0,0,0,0,22,19,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,22,0,19,0,0,0,0,0,0,0,20,0,20,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,19,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,19,0,0,0,20,22,0,0,0,0,0,0,20,0,22,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,19,0,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,-1,-1,-1,
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,


-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,-1,-1,-1,-1,-1,
-1,-1,-1,-1,10,-1,-1,-1,-1,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,
