x: 36
y: 40
room type: 1
unlock time: 20

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,7,27,28,29,30,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,4,4,4,4,8,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,5,31,32,33,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,40,37,40,6,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,0,19,22,19,0,13,4,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,4,14,19,19,22,0,0,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,22,20,0,0,0,2,1,13,18,-1,-1,-1,-1,-1,-1,-1,-1,17,14,1,3,21,19,0,0,19,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,51,0,0,0,22,0,24,2,13,4,18,-1,-1,-1,-1,17,4,14,3,19,22,22,0,20,22,0,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,0,19,22,25,20,19,0,0,2,1,10,-1,-1,-1,-1,9,1,3,0,0,0,20,0,0,0,23,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,20,0,19,0,22,0,19,0,0,22,13,43,4,4,43,14,20,22,22,0,0,0,0,19,0,20,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,0,0,22,0,0,22,0,0,22,0,2,44,1,1,44,3,21,0,0,19,0,0,0,0,22,0,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,0,19,0,0,0,19,0,20,0,45,0,20,45,24,25,0,0,0,0,22,0,22,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,22,22,0,19,0,22,20,0,22,19,0,0,0,0,0,0,0,20,0,0,25,0,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,0,0,22,22,0,0,0,0,0,0,0,19,0,0,0,20,0,0,0,0,0,22,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,22,24,25,22,0,0,22,0,20,0,22,0,22,22,0,0,0,22,0,19,19,22,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,19,19,0,20,0,22,0,0,51,0,19,0,0,0,19,0,22,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,0,0,0,22,0,0,19,0,22,22,0,0,22,0,0,0,0,0,0,19,22,51,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,20,0,0,19,0,0,20,20,0,0,23,0,0,22,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,4,14,21,20,0,0,22,0,0,0,23,21,22,0,19,0,0,20,22,0,13,4,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,40,3,25,0,0,22,0,0,0,22,24,25,0,0,22,0,0,0,0,0,2,40,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,4,14,0,0,0,0,22,0,22,0,19,0,20,0,19,0,0,22,0,0,0,22,0,24,13,4,-1,-1,-1,-1,-1,
