x: 26
y: 26
room type: 3
unlock time: 0

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,17,4,27,28,29,30,4,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,17,4,14,42,31,32,33,34,60,13,4,18,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,17,4,14,60,3,57,0,55,0,57,0,2,42,13,4,18,-1,-1,-1,-1,-1,
-1,-1,-1,-1,17,14,42,3,52,0,0,0,51,0,0,0,52,22,2,42,13,18,-1,-1,-1,-1,
-1,-1,-1,-1,9,3,0,0,20,0,0,0,0,0,22,0,0,0,0,20,2,10,-1,-1,-1,-1,
-1,-1,-1,17,14,0,55,0,0,22,0,20,0,0,0,0,0,0,0,55,0,13,18,-1,-1,-1,
-1,-1,-1,9,3,0,0,51,52,0,0,0,0,22,0,0,51,22,0,0,0,2,10,-1,-1,-1,
-1,-1,7,14,0,19,0,0,20,0,0,19,0,0,0,20,0,0,0,0,55,23,13,8,-1,-1,
-1,-1,5,3,0,55,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,2,6,-1,-1,
-1,-1,0,57,0,0,0,0,0,0,0,22,0,0,0,0,19,0,0,0,57,57,20,0,-1,-1,
-1,-1,22,51,57,0,51,0,22,0,0,0,0,0,22,0,0,0,0,52,0,0,22,0,-1,-1,
-1,-1,0,0,0,52,0,0,0,0,22,22,56,54,22,0,0,0,19,0,0,0,51,0,-1,-1,
-1,-1,57,57,0,0,0,0,22,0,0,22,53,58,0,0,0,20,0,0,55,0,0,57,-1,-1,
-1,-1,51,20,0,55,19,20,0,0,0,0,0,0,22,0,0,0,0,22,0,0,55,0,-1,-1,
-1,-1,21,0,57,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,55,0,0,-1,-1,
-1,-1,-1,-1,0,22,0,0,0,0,22,0,0,0,19,0,22,0,0,51,0,0,-1,-1,-1,-1,
-1,-1,-1,-1,0,51,0,19,0,0,0,0,0,0,55,0,22,0,0,0,0,0,-1,-1,-1,-1,
-1,-1,-1,-1,-1,0,0,20,0,20,0,0,-1,-1,0,0,0,0,22,22,0,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,0,52,51,0,0,0,22,13,14,0,0,0,0,0,19,0,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,0,0,0,20,20,0,2,3,22,0,52,0,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,57,0,0,0,0,24,25,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,0,0,20,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,
-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,
-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,
-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,
-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,
-1,-1,11,4,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,4,12,-1,-1,
-1,-1,2,1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1,3,-1,-1,
-1,-1,-1,-1,11,18,-1,-1,-1,-1,-1,-1,7,8,-1,-1,-1,-1,-1,-1,17,12,-1,-1,-1,-1,
-1,-1,-1,-1,2,10,-1,-1,-1,-1,-1,-1,5,6,-1,-1,-1,-1,-1,-1,9,3,-1,-1,-1,-1,
-1,-1,-1,-1,-1,11,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,12,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,2,11,4,18,-1,-1,-1,-1,-1,-1,-1,-1,17,4,12,3,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,2,1,11,4,18,-1,-1,-1,-1,17,4,12,1,3,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,2,1,11,43,4,4,43,12,1,3,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,44,1,1,44,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,-1,-1,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
