x: 42
y: 42
room type: 2
unlock time: 0

-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,7,27,28,29,30,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,47,1,-1,-1,-1,5,41,32,33,41,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,7,4,4,4,4,4,4,4,14,0,0,22,20,0,0,-1,-1,-1,19,0,0,22,0,0,13,4,4,-1,-1,-1,4,4,8,-1,-1,-1,-1,-1,-1,
-1,-1,-1,5,48,1,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1,0,22,0,0,0,0,2,49,48,-1,-1,-1,60,59,6,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,22,0,0,0,0,57,0,0,0,0,0,19,0,0,-1,-1,-1,0,25,0,0,22,0,0,50,0,-1,-1,-1,0,58,53,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,21,0,0,20,0,0,0,0,0,22,0,22,0,0,-1,-1,-1,0,22,0,19,0,0,0,19,22,-1,-1,-1,22,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,20,0,20,0,0,0,0,20,-1,-1,-1,0,20,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,7,4,4,4,4,14,0,0,0,-1,-1,-1,0,0,0,11,4,43,4,4,4,-1,-1,-1,0,0,0,13,4,14,0,0,20,-1,-1,-1,-1,-1,-1,
-1,-1,-1,5,47,1,1,1,3,19,0,0,-1,-1,-1,0,0,19,2,1,44,1,47,1,-1,-1,-1,0,20,0,2,48,3,21,0,19,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,0,22,-1,-1,-1,0,20,0,0,0,45,0,0,0,-1,-1,-1,22,0,0,0,0,24,25,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,0,20,0,0,0,0,0,20,-1,-1,-1,0,22,0,0,20,0,19,0,0,-1,-1,-1,0,0,0,19,0,0,0,20,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,19,23,0,51,0,0,0,0,-1,-1,-1,21,0,0,0,0,23,21,0,0,-1,-1,-1,0,20,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,22,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,22,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,19,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,0,0,-1,4,4,4,4,4,4,4,4,4,4,8,-1,-1,-1,0,0,0,-1,-1,-1,4,4,8,-1,-1,-1,0,0,20,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,0,0,2,1,60,1,48,1,1,1,1,1,47,6,-1,-1,-1,0,0,0,-1,-1,-1,41,37,6,-1,-1,-1,0,20,22,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0,53,58,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,
-1,-1,-1,0,0,0,19,0,22,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,20,0,-1,-1,-1,0,0,51,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,
